Logger, apex7414:         	Automatically truncated logfile to 1048576
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29245 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30707 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30708 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29246 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
Session, apex7414:        	Garbage collected 2 incoming messages, 0 left
Session, apex7414:        	Garbage collected 2 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29247 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30709 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29248 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30710 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29249 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30711 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
UpdateHandler, apex7414:  	Parsing updates (updates) received via the socket...
SeqLoop, apex7414:        	Was fed updates of type updates...
FeedLoop, apex7414:       	Resumed update feed loop channel 1194079285
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30712 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29250 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30713 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29251 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30714 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29252 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30715 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29253 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29254 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30716 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29255 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30717 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30718 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29256 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 2 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29257 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30719 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29258 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30720 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30721 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29259 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30722 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29260 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
